quarter,districtoccur,psa,race,gender,age_range,n_stopped,n_searched,n_arrested,n_contraband,n_frisked,n_intruded,quarter_dt,quarter_str,q_str,year
2016-07-01,09,1,black,Male,55-64,23,0,0,0,0,0,2016-07-01,2016-Q3,Q3,2016
2016-10-01,09,1,asian,Female,35-44,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,latino,Male,<25,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,latino,Female,35-44,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Female,45-54,9,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Male,25-34,5,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Female,65+,7,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,latino,Female,25-34,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,other_race,Female,25-34,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Male,45-54,28,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,latino,Male,45-54,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Male,25-34,43,1,1,0,0,1,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Female,35-44,10,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,other_race,Male,25-34,4,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,other_race,Female,35-44,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Female,<25,7,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Male,65+,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Male,65+,10,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Female,<25,8,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,latino,Male,55-64,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Female,55-64,6,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Female,45-54,8,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Female,25-34,29,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Male,45-54,25,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Male,25-34,50,2,1,0,1,2,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Male,<25,19,1,1,1,1,1,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Male,65+,11,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,other_race,Male,45-54,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Female,35-44,12,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Female,25-34,13,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,latino,Male,35-44,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,latino,Male,25-34,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Female,65+,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Male,55-64,14,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,other_race,Female,<25,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Male,<25,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,other_race,Male,35-44,6,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Male,35-44,24,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,white,Male,55-64,27,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Male,35-44,27,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Female,55-64,2,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Male,45-54,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Male,35-44,3,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Female,25-34,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,black,Male,<25,18,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Male,55-64,4,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2016-10-01,09,1,asian,Female,45-54,1,0,0,0,0,0,2016-10-01,2016-Q4,Q4,2016
2017-01-01,09,1,white,Female,35-44,8,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,asian,Male,<25,4,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,asian,Male,35-44,3,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Female,45-54,6,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,latino,Male,25-34,3,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Male,55-64,17,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Female,<25,8,0,0,0,1,1,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,other_race,Male,25-34,3,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,other_race,Male,45-54,3,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Female,25-34,30,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,latino,Female,35-44,1,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Female,65+,5,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Female,55-64,5,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Female,65+,1,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Female,45-54,4,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Male,<25,12,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Female,35-44,11,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,latino,Male,<25,2,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Male,35-44,27,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Male,55-64,23,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,latino,Male,55-64,2,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,asian,Male,25-34,7,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Male,25-34,43,0,0,0,1,1,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,other_race,Male,55-64,1,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,other_race,Male,35-44,2,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Female,55-64,8,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Male,65+,4,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,asian,Female,25-34,3,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Female,<25,2,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,latino,Female,<25,1,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Male,45-54,25,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Female,25-34,17,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Male,65+,4,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Male,35-44,24,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Male,45-54,30,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,white,Male,25-34,48,0,0,0,0,0,2017-01-01,2017-Q1,Q1,2017
2017-01-01,09,1,black,Male,<25,14,1,1,0,3,3,2017-01-01,2017-Q1,Q1,2017
2017-04-01,09,1,other_race,Male,55-64,5,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Male,<25,1,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Female,25-34,25,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Female,25-34,16,0,0,0,1,1,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,other_race,Male,<25,1,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Female,55-64,7,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Male,45-54,2,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Female,<25,3,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Female,45-54,2,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Male,45-54,31,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Female,25-34,3,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Male,25-34,42,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Female,45-54,8,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,other_race,Male,25-34,4,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Male,35-44,4,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Male,55-64,2,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,other_race,Male,45-54,4,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Male,65+,1,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Female,35-44,8,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Male,<25,11,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Male,25-34,7,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Female,65+,4,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Female,55-64,8,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Male,<25,20,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Male,25-34,2,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Male,25-34,36,1,0,0,0,1,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,other_race,Male,35-44,3,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Male,65+,8,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Male,65+,12,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Male,55-64,9,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Female,35-44,2,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Female,45-54,7,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Male,45-54,1,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Female,<25,12,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Male,55-64,24,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Female,<25,1,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Male,35-44,36,1,1,0,0,1,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,black,Female,65+,5,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Male,<25,2,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Female,25-34,3,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Male,35-44,29,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,asian,Male,35-44,3,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Female,35-44,2,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,latino,Male,55-64,1,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Female,35-44,10,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-04-01,09,1,white,Male,45-54,30,0,0,0,0,0,2017-04-01,2017-Q2,Q2,2017
2017-07-01,09,1,asian,Male,55-64,3,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,asian,Female,35-44,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Female,65+,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Female,25-34,16,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Female,<25,5,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Male,65+,3,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,other_race,Male,25-34,3,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Female,35-44,7,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Female,<25,8,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,latino,Female,35-44,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Female,35-44,7,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,latino,Female,<25,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Male,25-34,38,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Male,45-54,20,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,latino,Male,35-44,6,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Male,45-54,16,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,latino,Male,<25,2,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,latino,Female,25-34,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Male,55-64,17,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Male,25-34,36,1,0,0,0,1,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Female,55-64,4,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,other_race,Female,35-44,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Male,55-64,16,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,other_race,Male,<25,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,asian,Male,25-34,5,0,0,0,1,1,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,asian,Male,45-54,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Male,<25,8,1,0,0,1,1,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Female,55-64,4,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,latino,Male,25-34,4,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Male,<25,8,0,1,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,asian,Male,35-44,3,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,asian,Male,65+,2,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,other_race,Male,35-44,2,0,0,0,1,1,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Female,65+,2,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,asian,Male,<25,2,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Male,35-44,23,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,black,Female,45-54,6,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Male,65+,8,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Female,25-34,16,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Male,35-44,26,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,asian,Female,25-34,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,other_race,Male,65+,2,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,white,Female,45-54,5,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-07-01,09,1,latino,Male,45-54,1,0,0,0,0,0,2017-07-01,2017-Q3,Q3,2017
2017-10-01,09,1,black,Female,25-34,16,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Female,45-54,11,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Female,45-54,7,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Male,55-64,11,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Male,55-64,4,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,other_race,Female,45-54,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,other_race,Male,<25,2,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,latino,Female,45-54,2,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,latino,Male,25-34,8,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,latino,Male,35-44,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Male,65+,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Male,65+,4,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Female,65+,11,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Female,<25,7,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Male,<25,20,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,other_race,Male,35-44,3,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Female,55-64,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Male,65+,11,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,latino,Female,35-44,3,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Male,45-54,20,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Female,55-64,6,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Male,<25,3,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Female,55-64,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Male,35-44,17,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Female,35-44,6,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Male,35-44,5,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Male,25-34,4,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Male,<25,13,1,1,0,0,1,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Female,65+,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,other_race,Male,45-54,3,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Female,25-34,13,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,latino,Female,25-34,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,other_race,Male,55-64,2,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Female,35-44,9,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Female,<25,2,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Male,45-54,20,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Male,55-64,20,0,1,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,other_race,Female,35-44,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,other_race,Male,25-34,4,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Male,35-44,42,1,1,0,0,1,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,white,Male,25-34,49,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,black,Male,25-34,40,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Female,25-34,1,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Male,45-54,5,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2017-10-01,09,1,asian,Female,<25,2,0,0,0,0,0,2017-10-01,2017-Q4,Q4,2017
2018-01-01,09,1,black,Female,55-64,7,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Male,55-64,38,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Male,35-44,65,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Male,45-54,46,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Male,35-44,11,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Female,<25,9,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Female,45-54,10,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Female,55-64,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Female,45-54,6,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Female,35-44,14,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Female,25-34,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Male,55-64,6,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Female,25-34,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Male,25-34,11,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Male,65+,18,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Female,25-34,32,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Female,45-54,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Male,<25,2,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Male,35-44,6,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Male,<25,4,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Female,45-54,4,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Male,45-54,2,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Male,65+,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,asian,Female,<25,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,other_race,Male,25-34,5,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Female,35-44,18,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Male,<25,29,0,0,1,2,2,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Male,65+,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,other_race,Male,35-44,4,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Male,25-34,83,1,1,0,2,2,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,other_race,Male,55-64,2,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,other_race,Male,<25,3,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,other_race,Female,35-44,2,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Female,55-64,8,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Female,<25,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,other_race,Male,45-54,4,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Male,25-34,41,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Male,55-64,1,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Female,25-34,16,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,white,Female,<25,3,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,latino,Male,25-34,8,0,0,0,0,0,2018-01-01,2018-Q1,Q1,2018
2018-01-01,09,1,black,Male,45-54,45,1,1,0,1,1,2018-01-01,2018-Q1,Q1,2018
